"date","outbreak_group","outbreak_subgroup","number_ongoing_outbreaks"
"2022-03-30","2 Congregate Living","6 Shelter",13
"2022-03-31","1 Congregate Care","1 Long-Term Care Homes",86
"2022-03-31","1 Congregate Care","2 Hospitals",34
"2022-03-31","1 Congregate Care","3 Retirement Homes",61
"2022-03-31","2 Congregate Living","22 Congregate other",17
"2022-03-31","2 Congregate Living","4 Group Home/Supportive Housing",57
"2022-03-31","2 Congregate Living","5 Correctional Facility",10
"2022-03-31","2 Congregate Living","6 Shelter",15
"2022-04-01","1 Congregate Care","1 Long-Term Care Homes",90
"2022-04-01","1 Congregate Care","2 Hospitals",38
"2022-04-01","1 Congregate Care","3 Retirement Homes",66
"2022-04-01","2 Congregate Living","22 Congregate other",18
"2022-04-01","2 Congregate Living","4 Group Home/Supportive Housing",61
"2022-04-01","2 Congregate Living","5 Correctional Facility",11
"2022-04-01","2 Congregate Living","6 Shelter",15
"2022-04-02","1 Congregate Care","1 Long-Term Care Homes",92
"2022-04-02","1 Congregate Care","2 Hospitals",40
"2022-04-02","1 Congregate Care","3 Retirement Homes",61
"2022-04-02","2 Congregate Living","22 Congregate other",17
"2022-04-02","2 Congregate Living","4 Group Home/Supportive Housing",63
"2022-04-02","2 Congregate Living","5 Correctional Facility",10
"2022-04-02","2 Congregate Living","6 Shelter",13
"2022-04-03","1 Congregate Care","1 Long-Term Care Homes",97
"2022-04-03","1 Congregate Care","2 Hospitals",38
"2022-04-03","1 Congregate Care","3 Retirement Homes",64
"2022-04-03","2 Congregate Living","22 Congregate other",17
"2022-04-03","2 Congregate Living","4 Group Home/Supportive Housing",63
"2022-04-03","2 Congregate Living","5 Correctional Facility",11
"2022-04-03","2 Congregate Living","6 Shelter",14
"2022-04-04","1 Congregate Care","1 Long-Term Care Homes",100
"2022-04-04","1 Congregate Care","2 Hospitals",40
"2022-04-04","1 Congregate Care","3 Retirement Homes",65
"2022-04-04","2 Congregate Living","22 Congregate other",19
"2022-04-04","2 Congregate Living","4 Group Home/Supportive Housing",64
"2022-04-04","2 Congregate Living","5 Correctional Facility",11
"2022-04-04","2 Congregate Living","6 Shelter",15
"2022-04-05","1 Congregate Care","1 Long-Term Care Homes",97
"2022-04-05","1 Congregate Care","2 Hospitals",40
"2022-04-05","1 Congregate Care","3 Retirement Homes",67
"2022-04-05","2 Congregate Living","22 Congregate other",20
"2022-04-05","2 Congregate Living","4 Group Home/Supportive Housing",59
"2022-04-05","2 Congregate Living","5 Correctional Facility",11
"2022-04-05","2 Congregate Living","6 Shelter",13
"2022-04-06","1 Congregate Care","1 Long-Term Care Homes",104
"2022-04-06","1 Congregate Care","2 Hospitals",46
"2022-04-06","1 Congregate Care","3 Retirement Homes",76
"2022-04-06","2 Congregate Living","22 Congregate other",20
"2022-04-06","2 Congregate Living","4 Group Home/Supportive Housing",70
"2022-04-06","2 Congregate Living","5 Correctional Facility",11
"2022-04-06","2 Congregate Living","6 Shelter",14
"2022-04-07","1 Congregate Care","1 Long-Term Care Homes",109
"2022-04-07","1 Congregate Care","2 Hospitals",50
"2022-04-07","1 Congregate Care","3 Retirement Homes",88
"2022-04-07","2 Congregate Living","22 Congregate other",25
"2022-04-07","2 Congregate Living","4 Group Home/Supportive Housing",74
"2022-04-07","2 Congregate Living","5 Correctional Facility",10
"2022-04-07","2 Congregate Living","6 Shelter",12
"2022-04-08","1 Congregate Care","1 Long-Term Care Homes",122
"2022-04-08","1 Congregate Care","2 Hospitals",57
"2022-04-08","1 Congregate Care","3 Retirement Homes",95
"2022-04-08","2 Congregate Living","22 Congregate other",22
"2022-04-08","2 Congregate Living","4 Group Home/Supportive Housing",83
"2022-04-08","2 Congregate Living","5 Correctional Facility",12
"2022-04-08","2 Congregate Living","6 Shelter",17
"2022-04-09","1 Congregate Care","1 Long-Term Care Homes",132
"2022-04-09","1 Congregate Care","2 Hospitals",62
"2022-04-09","1 Congregate Care","3 Retirement Homes",97
"2022-04-09","2 Congregate Living","22 Congregate other",21
"2022-04-09","2 Congregate Living","4 Group Home/Supportive Housing",84
"2022-04-09","2 Congregate Living","5 Correctional Facility",10
"2022-04-09","2 Congregate Living","6 Shelter",21
"2022-04-10","1 Congregate Care","1 Long-Term Care Homes",136
"2022-04-10","1 Congregate Care","2 Hospitals",69
"2022-04-10","1 Congregate Care","3 Retirement Homes",102
"2022-04-10","2 Congregate Living","22 Congregate other",22
"2022-04-10","2 Congregate Living","4 Group Home/Supportive Housing",87
"2022-04-10","2 Congregate Living","5 Correctional Facility",10
"2022-04-10","2 Congregate Living","6 Shelter",25
"2022-04-11","1 Congregate Care","1 Long-Term Care Homes",137
"2022-04-11","1 Congregate Care","2 Hospitals",74
"2022-04-11","1 Congregate Care","3 Retirement Homes",103
"2022-04-11","2 Congregate Living","22 Congregate other",24
"2022-04-11","2 Congregate Living","4 Group Home/Supportive Housing",90
"2022-04-11","2 Congregate Living","5 Correctional Facility",10
"2022-04-11","2 Congregate Living","6 Shelter",25
"2022-04-12","1 Congregate Care","1 Long-Term Care Homes",141
"2022-04-12","1 Congregate Care","2 Hospitals",70
"2022-04-12","1 Congregate Care","3 Retirement Homes",107
"2022-04-12","2 Congregate Living","22 Congregate other",22
"2022-04-12","2 Congregate Living","4 Group Home/Supportive Housing",89
"2022-04-12","2 Congregate Living","5 Correctional Facility",10
"2022-04-12","2 Congregate Living","6 Shelter",23
"2022-04-13","1 Congregate Care","1 Long-Term Care Homes",140
"2022-04-13","1 Congregate Care","2 Hospitals",75
"2022-04-13","1 Congregate Care","3 Retirement Homes",117
"2022-04-13","2 Congregate Living","22 Congregate other",21
"2022-04-13","2 Congregate Living","4 Group Home/Supportive Housing",101
"2022-04-13","2 Congregate Living","5 Correctional Facility",12
"2022-04-13","2 Congregate Living","6 Shelter",22
"2022-04-14","1 Congregate Care","1 Long-Term Care Homes",147
"2022-04-14","1 Congregate Care","2 Hospitals",78
"2022-04-14","1 Congregate Care","3 Retirement Homes",122
"2022-04-14","2 Congregate Living","22 Congregate other",20
"2022-04-14","2 Congregate Living","4 Group Home/Supportive Housing",111
"2022-04-14","2 Congregate Living","5 Correctional Facility",12
"2022-04-14","2 Congregate Living","6 Shelter",22
"2022-04-15","1 Congregate Care","1 Long-Term Care Homes",161
"2022-04-15","1 Congregate Care","2 Hospitals",76
"2022-04-15","1 Congregate Care","3 Retirement Homes",128
"2022-04-15","2 Congregate Living","22 Congregate other",25
"2022-04-15","2 Congregate Living","4 Group Home/Supportive Housing",115
"2022-04-15","2 Congregate Living","5 Correctional Facility",13
"2022-04-15","2 Congregate Living","6 Shelter",22
"2022-04-16","1 Congregate Care","1 Long-Term Care Homes",175
"2022-04-16","1 Congregate Care","2 Hospitals",77
"2022-04-16","1 Congregate Care","3 Retirement Homes",130
"2022-04-16","2 Congregate Living","22 Congregate other",24
"2022-04-16","2 Congregate Living","4 Group Home/Supportive Housing",113
"2022-04-16","2 Congregate Living","5 Correctional Facility",12
"2022-04-16","2 Congregate Living","6 Shelter",21
"2022-04-17","1 Congregate Care","1 Long-Term Care Homes",177
"2022-04-17","1 Congregate Care","2 Hospitals",76
"2022-04-17","1 Congregate Care","3 Retirement Homes",130
"2022-04-17","2 Congregate Living","22 Congregate other",24
"2022-04-17","2 Congregate Living","4 Group Home/Supportive Housing",112
"2022-04-17","2 Congregate Living","5 Correctional Facility",12
"2022-04-17","2 Congregate Living","6 Shelter",21
"2022-04-18","1 Congregate Care","1 Long-Term Care Homes",182
"2022-04-18","1 Congregate Care","2 Hospitals",79
"2022-04-18","1 Congregate Care","3 Retirement Homes",137
"2022-04-18","2 Congregate Living","22 Congregate other",25
"2022-04-18","2 Congregate Living","4 Group Home/Supportive Housing",113
"2022-04-18","2 Congregate Living","5 Correctional Facility",12
"2022-04-18","2 Congregate Living","6 Shelter",24
"2022-04-19","1 Congregate Care","1 Long-Term Care Homes",190
"2022-04-19","1 Congregate Care","2 Hospitals",80
"2022-04-19","1 Congregate Care","3 Retirement Homes",141
"2022-04-19","2 Congregate Living","22 Congregate other",26
"2022-04-19","2 Congregate Living","4 Group Home/Supportive Housing",113
"2022-04-19","2 Congregate Living","5 Correctional Facility",13
"2022-04-19","2 Congregate Living","6 Shelter",25
"2022-04-20","1 Congregate Care","1 Long-Term Care Homes",193
"2022-04-20","1 Congregate Care","2 Hospitals",76
"2022-04-20","1 Congregate Care","3 Retirement Homes",142
"2022-04-20","2 Congregate Living","22 Congregate other",21
"2022-04-20","2 Congregate Living","4 Group Home/Supportive Housing",112
"2022-04-20","2 Congregate Living","5 Correctional Facility",13
"2022-04-20","2 Congregate Living","6 Shelter",21
"2022-04-21","1 Congregate Care","1 Long-Term Care Homes",196
"2022-04-21","1 Congregate Care","2 Hospitals",78
"2022-04-21","1 Congregate Care","3 Retirement Homes",150
"2022-04-21","2 Congregate Living","22 Congregate other",25
"2022-04-21","2 Congregate Living","4 Group Home/Supportive Housing",114
"2022-04-21","2 Congregate Living","5 Correctional Facility",13
"2022-04-21","2 Congregate Living","6 Shelter",21
"2022-04-22","1 Congregate Care","1 Long-Term Care Homes",201
"2022-04-22","1 Congregate Care","2 Hospitals",82
"2022-04-22","1 Congregate Care","3 Retirement Homes",157
"2022-04-22","2 Congregate Living","22 Congregate other",24
"2022-04-22","2 Congregate Living","4 Group Home/Supportive Housing",121
"2022-04-22","2 Congregate Living","5 Correctional Facility",11
"2022-04-22","2 Congregate Living","6 Shelter",21
"2022-04-23","1 Congregate Care","1 Long-Term Care Homes",201
"2022-04-23","1 Congregate Care","2 Hospitals",90
"2022-04-23","1 Congregate Care","3 Retirement Homes",160
"2022-04-23","2 Congregate Living","22 Congregate other",22
"2022-04-23","2 Congregate Living","4 Group Home/Supportive Housing",121
"2022-04-23","2 Congregate Living","5 Correctional Facility",12
"2022-04-23","2 Congregate Living","6 Shelter",21
"2022-04-24","1 Congregate Care","1 Long-Term Care Homes",197
"2022-04-24","1 Congregate Care","2 Hospitals",92
"2022-04-24","1 Congregate Care","3 Retirement Homes",169
"2022-04-24","2 Congregate Living","22 Congregate other",24
"2022-04-24","2 Congregate Living","4 Group Home/Supportive Housing",121
"2022-04-24","2 Congregate Living","5 Correctional Facility",12
"2022-04-24","2 Congregate Living","6 Shelter",21
"2022-04-25","1 Congregate Care","1 Long-Term Care Homes",195
"2022-04-25","1 Congregate Care","2 Hospitals",88
"2022-04-25","1 Congregate Care","3 Retirement Homes",167
"2022-04-25","2 Congregate Living","22 Congregate other",24
"2022-04-25","2 Congregate Living","4 Group Home/Supportive Housing",124
"2022-04-25","2 Congregate Living","5 Correctional Facility",12
"2022-04-25","2 Congregate Living","6 Shelter",21
"2022-04-26","1 Congregate Care","1 Long-Term Care Homes",200
"2022-04-26","1 Congregate Care","2 Hospitals",86
"2022-04-26","1 Congregate Care","3 Retirement Homes",167
"2022-04-26","2 Congregate Living","22 Congregate other",25
"2022-04-26","2 Congregate Living","4 Group Home/Supportive Housing",114
"2022-04-26","2 Congregate Living","5 Correctional Facility",12
"2022-04-26","2 Congregate Living","6 Shelter",20
"2022-04-27","1 Congregate Care","1 Long-Term Care Homes",214
"2022-04-27","1 Congregate Care","2 Hospitals",89
"2022-04-27","1 Congregate Care","3 Retirement Homes",171
"2022-04-27","2 Congregate Living","22 Congregate other",25
"2022-04-27","2 Congregate Living","4 Group Home/Supportive Housing",110
"2022-04-27","2 Congregate Living","5 Correctional Facility",11
"2022-04-27","2 Congregate Living","6 Shelter",22
"2022-04-28","1 Congregate Care","1 Long-Term Care Homes",218
"2022-04-28","1 Congregate Care","2 Hospitals",88
"2022-04-28","1 Congregate Care","3 Retirement Homes",178
"2022-04-28","2 Congregate Living","22 Congregate other",25
"2022-04-28","2 Congregate Living","4 Group Home/Supportive Housing",110
"2022-04-28","2 Congregate Living","5 Correctional Facility",11
"2022-04-28","2 Congregate Living","6 Shelter",21
"2022-04-29","1 Congregate Care","1 Long-Term Care Homes",221
"2022-04-29","1 Congregate Care","2 Hospitals",94
"2022-04-29","1 Congregate Care","3 Retirement Homes",187
"2022-04-29","2 Congregate Living","22 Congregate other",25
"2022-04-29","2 Congregate Living","4 Group Home/Supportive Housing",108
"2022-04-29","2 Congregate Living","5 Correctional Facility",9
"2022-04-29","2 Congregate Living","6 Shelter",22
"2022-04-30","1 Congregate Care","1 Long-Term Care Homes",221
"2022-04-30","1 Congregate Care","2 Hospitals",103
"2022-04-30","1 Congregate Care","3 Retirement Homes",183
"2022-04-30","2 Congregate Living","22 Congregate other",23
"2022-04-30","2 Congregate Living","4 Group Home/Supportive Housing",109
"2022-04-30","2 Congregate Living","5 Correctional Facility",9
"2022-04-30","2 Congregate Living","6 Shelter",22
"2022-05-01","1 Congregate Care","1 Long-Term Care Homes",222
"2022-05-01","1 Congregate Care","2 Hospitals",106
"2022-05-01","1 Congregate Care","3 Retirement Homes",188
"2022-05-01","2 Congregate Living","22 Congregate other",24
"2022-05-01","2 Congregate Living","4 Group Home/Supportive Housing",108
"2022-05-01","2 Congregate Living","5 Correctional Facility",10
"2022-05-01","2 Congregate Living","6 Shelter",23
"2022-05-02","1 Congregate Care","1 Long-Term Care Homes",224
"2022-05-02","1 Congregate Care","2 Hospitals",104
"2022-05-02","1 Congregate Care","3 Retirement Homes",186
"2022-05-02","2 Congregate Living","22 Congregate other",23
"2022-05-02","2 Congregate Living","4 Group Home/Supportive Housing",108
"2022-05-02","2 Congregate Living","5 Correctional Facility",10
"2022-05-02","2 Congregate Living","6 Shelter",23
"2022-05-03","1 Congregate Care","1 Long-Term Care Homes",220
"2022-05-03","1 Congregate Care","2 Hospitals",99
"2022-05-03","1 Congregate Care","3 Retirement Homes",184
"2022-05-03","2 Congregate Living","22 Congregate other",19
"2022-05-03","2 Congregate Living","4 Group Home/Supportive Housing",110
"2022-05-03","2 Congregate Living","5 Correctional Facility",8
"2022-05-03","2 Congregate Living","6 Shelter",20
"2022-05-04","1 Congregate Care","1 Long-Term Care Homes",217
"2022-05-04","1 Congregate Care","2 Hospitals",101
"2022-05-04","1 Congregate Care","3 Retirement Homes",178
"2022-05-04","2 Congregate Living","22 Congregate other",22
"2022-05-04","2 Congregate Living","4 Group Home/Supportive Housing",102
"2022-05-04","2 Congregate Living","5 Correctional Facility",7
"2022-05-04","2 Congregate Living","6 Shelter",18
"2022-05-05","1 Congregate Care","1 Long-Term Care Homes",220
"2022-05-05","1 Congregate Care","2 Hospitals",105
"2022-05-05","1 Congregate Care","3 Retirement Homes",168
"2022-05-05","2 Congregate Living","22 Congregate other",24
"2022-05-05","2 Congregate Living","4 Group Home/Supportive Housing",98
"2022-05-05","2 Congregate Living","5 Correctional Facility",7
"2022-05-05","2 Congregate Living","6 Shelter",22
"2022-05-06","1 Congregate Care","1 Long-Term Care Homes",214
"2022-05-06","1 Congregate Care","2 Hospitals",106
"2022-05-06","1 Congregate Care","3 Retirement Homes",166
"2022-05-06","2 Congregate Living","22 Congregate other",24
"2022-05-06","2 Congregate Living","4 Group Home/Supportive Housing",97
"2022-05-06","2 Congregate Living","5 Correctional Facility",6
"2022-05-06","2 Congregate Living","6 Shelter",19
"2022-05-07","1 Congregate Care","1 Long-Term Care Homes",203
"2022-05-07","1 Congregate Care","2 Hospitals",103
"2022-05-07","1 Congregate Care","3 Retirement Homes",163
"2022-05-07","2 Congregate Living","22 Congregate other",20
"2022-05-07","2 Congregate Living","4 Group Home/Supportive Housing",89
"2022-05-07","2 Congregate Living","5 Correctional Facility",6
"2022-05-07","2 Congregate Living","6 Shelter",20
"2022-05-08","1 Congregate Care","1 Long-Term Care Homes",200
"2022-05-08","1 Congregate Care","2 Hospitals",104
"2022-05-08","1 Congregate Care","3 Retirement Homes",162
"2022-05-08","2 Congregate Living","22 Congregate other",20
"2022-05-08","2 Congregate Living","4 Group Home/Supportive Housing",87
"2022-05-08","2 Congregate Living","5 Correctional Facility",6
"2022-05-08","2 Congregate Living","6 Shelter",19
"2022-05-09","1 Congregate Care","1 Long-Term Care Homes",200
"2022-05-09","1 Congregate Care","2 Hospitals",103
"2022-05-09","1 Congregate Care","3 Retirement Homes",161
"2022-05-09","2 Congregate Living","22 Congregate other",20
"2022-05-09","2 Congregate Living","4 Group Home/Supportive Housing",82
"2022-05-09","2 Congregate Living","5 Correctional Facility",6
"2022-05-09","2 Congregate Living","6 Shelter",19
"2022-05-10","1 Congregate Care","1 Long-Term Care Homes",193
"2022-05-10","1 Congregate Care","2 Hospitals",91
"2022-05-10","1 Congregate Care","3 Retirement Homes",152
"2022-05-10","2 Congregate Living","22 Congregate other",18
"2022-05-10","2 Congregate Living","4 Group Home/Supportive Housing",73
"2022-05-10","2 Congregate Living","5 Correctional Facility",5
"2022-05-10","2 Congregate Living","6 Shelter",18
"2022-05-11","1 Congregate Care","1 Long-Term Care Homes",189
"2022-05-11","1 Congregate Care","2 Hospitals",91
"2022-05-11","1 Congregate Care","3 Retirement Homes",140
"2022-05-11","2 Congregate Living","22 Congregate other",18
"2022-05-11","2 Congregate Living","4 Group Home/Supportive Housing",67
"2022-05-11","2 Congregate Living","5 Correctional Facility",6
"2022-05-11","2 Congregate Living","6 Shelter",19
"2022-05-12","1 Congregate Care","1 Long-Term Care Homes",195
"2022-05-12","1 Congregate Care","2 Hospitals",91
"2022-05-12","1 Congregate Care","3 Retirement Homes",136
"2022-05-12","2 Congregate Living","22 Congregate other",19
"2022-05-12","2 Congregate Living","4 Group Home/Supportive Housing",63
"2022-05-12","2 Congregate Living","5 Correctional Facility",7
"2022-05-12","2 Congregate Living","6 Shelter",20
"2022-05-13","1 Congregate Care","1 Long-Term Care Homes",195
"2022-05-13","1 Congregate Care","2 Hospitals",90
"2022-05-13","1 Congregate Care","3 Retirement Homes",134
"2022-05-13","2 Congregate Living","22 Congregate other",16
"2022-05-13","2 Congregate Living","4 Group Home/Supportive Housing",63
"2022-05-13","2 Congregate Living","5 Correctional Facility",7
"2022-05-13","2 Congregate Living","6 Shelter",20
"2022-05-14","1 Congregate Care","1 Long-Term Care Homes",195
"2022-05-14","1 Congregate Care","2 Hospitals",88
"2022-05-14","1 Congregate Care","3 Retirement Homes",133
"2022-05-14","2 Congregate Living","22 Congregate other",19
"2022-05-14","2 Congregate Living","4 Group Home/Supportive Housing",58
"2022-05-14","2 Congregate Living","5 Correctional Facility",7
"2022-05-14","2 Congregate Living","6 Shelter",20
"2022-05-15","1 Congregate Care","1 Long-Term Care Homes",192
"2022-05-15","1 Congregate Care","2 Hospitals",89
"2022-05-15","1 Congregate Care","3 Retirement Homes",126
"2022-05-15","2 Congregate Living","22 Congregate other",19
"2022-05-15","2 Congregate Living","4 Group Home/Supportive Housing",58
"2022-05-15","2 Congregate Living","5 Correctional Facility",7
"2022-05-15","2 Congregate Living","6 Shelter",18
"2022-05-16","1 Congregate Care","1 Long-Term Care Homes",191
"2022-05-16","1 Congregate Care","2 Hospitals",89
"2022-05-16","1 Congregate Care","3 Retirement Homes",123
"2022-05-16","2 Congregate Living","22 Congregate other",18
"2022-05-16","2 Congregate Living","4 Group Home/Supportive Housing",58
"2022-05-16","2 Congregate Living","5 Correctional Facility",7
"2022-05-16","2 Congregate Living","6 Shelter",17
"2022-05-17","1 Congregate Care","1 Long-Term Care Homes",180
"2022-05-17","1 Congregate Care","2 Hospitals",78
"2022-05-17","1 Congregate Care","3 Retirement Homes",116
"2022-05-17","2 Congregate Living","18 Short-term accommodations",1
"2022-05-17","2 Congregate Living","22 Congregate other",18
"2022-05-17","2 Congregate Living","4 Group Home/Supportive Housing",50
"2022-05-17","2 Congregate Living","5 Correctional Facility",6
"2022-05-17","2 Congregate Living","6 Shelter",14
"2022-05-18","1 Congregate Care","1 Long-Term Care Homes",177
"2022-05-18","1 Congregate Care","2 Hospitals",79
"2022-05-18","1 Congregate Care","3 Retirement Homes",119
"2022-05-18","2 Congregate Living","18 Short-term accommodations",1
"2022-05-18","2 Congregate Living","22 Congregate other",18
"2022-05-18","2 Congregate Living","4 Group Home/Supportive Housing",49
"2022-05-18","2 Congregate Living","5 Correctional Facility",7
"2022-05-18","2 Congregate Living","6 Shelter",11
"2022-05-19","1 Congregate Care","1 Long-Term Care Homes",174
"2022-05-19","1 Congregate Care","2 Hospitals",81
"2022-05-19","1 Congregate Care","3 Retirement Homes",109
"2022-05-19","2 Congregate Living","18 Short-term accommodations",1
"2022-05-19","2 Congregate Living","22 Congregate other",19
"2022-05-19","2 Congregate Living","4 Group Home/Supportive Housing",50
"2022-05-19","2 Congregate Living","5 Correctional Facility",8
"2022-05-19","2 Congregate Living","6 Shelter",12
"2022-05-20","1 Congregate Care","1 Long-Term Care Homes",162
"2022-05-20","1 Congregate Care","2 Hospitals",77
"2022-05-20","1 Congregate Care","3 Retirement Homes",104
"2022-05-20","2 Congregate Living","18 Short-term accommodations",1
"2022-05-20","2 Congregate Living","22 Congregate other",16
"2022-05-20","2 Congregate Living","4 Group Home/Supportive Housing",46
"2022-05-20","2 Congregate Living","5 Correctional Facility",7
"2022-05-20","2 Congregate Living","6 Shelter",12
"2022-05-21","1 Congregate Care","1 Long-Term Care Homes",152
"2022-05-21","1 Congregate Care","2 Hospitals",69
"2022-05-21","1 Congregate Care","3 Retirement Homes",101
"2022-05-21","2 Congregate Living","18 Short-term accommodations",1
"2022-05-21","2 Congregate Living","22 Congregate other",13
"2022-05-21","2 Congregate Living","4 Group Home/Supportive Housing",45
"2022-05-21","2 Congregate Living","5 Correctional Facility",7
"2022-05-21","2 Congregate Living","6 Shelter",13
"2022-05-22","1 Congregate Care","1 Long-Term Care Homes",152
"2022-05-22","1 Congregate Care","2 Hospitals",66
"2022-05-22","1 Congregate Care","3 Retirement Homes",103
"2022-05-22","2 Congregate Living","18 Short-term accommodations",1
"2022-05-22","2 Congregate Living","22 Congregate other",13
"2022-05-22","2 Congregate Living","4 Group Home/Supportive Housing",44
"2022-05-22","2 Congregate Living","5 Correctional Facility",7
"2022-05-22","2 Congregate Living","6 Shelter",14
"2022-05-23","1 Congregate Care","1 Long-Term Care Homes",151
"2022-05-23","1 Congregate Care","2 Hospitals",67
"2022-05-23","1 Congregate Care","3 Retirement Homes",102
"2022-05-23","2 Congregate Living","18 Short-term accommodations",1
"2022-05-23","2 Congregate Living","22 Congregate other",13
"2022-05-23","2 Congregate Living","4 Group Home/Supportive Housing",44
"2022-05-23","2 Congregate Living","5 Correctional Facility",7
"2022-05-23","2 Congregate Living","6 Shelter",13
"2022-05-24","1 Congregate Care","1 Long-Term Care Homes",154
"2022-05-24","1 Congregate Care","2 Hospitals",66
"2022-05-24","1 Congregate Care","3 Retirement Homes",102
"2022-05-24","2 Congregate Living","18 Short-term accommodations",2
"2022-05-24","2 Congregate Living","22 Congregate other",12
"2022-05-24","2 Congregate Living","4 Group Home/Supportive Housing",43
"2022-05-24","2 Congregate Living","5 Correctional Facility",7
"2022-05-24","2 Congregate Living","6 Shelter",12
"2022-05-25","1 Congregate Care","1 Long-Term Care Homes",147
"2022-05-25","1 Congregate Care","2 Hospitals",51
"2022-05-25","1 Congregate Care","3 Retirement Homes",90
"2022-05-25","2 Congregate Living","18 Short-term accommodations",2
"2022-05-25","2 Congregate Living","22 Congregate other",10
"2022-05-25","2 Congregate Living","4 Group Home/Supportive Housing",35
"2022-05-25","2 Congregate Living","5 Correctional Facility",8
"2022-05-25","2 Congregate Living","6 Shelter",10
"2022-05-26","1 Congregate Care","1 Long-Term Care Homes",140
"2022-05-26","1 Congregate Care","2 Hospitals",46
"2022-05-26","1 Congregate Care","3 Retirement Homes",87
"2022-05-26","2 Congregate Living","18 Short-term accommodations",2
"2022-05-26","2 Congregate Living","22 Congregate other",9
"2022-05-26","2 Congregate Living","4 Group Home/Supportive Housing",37
"2022-05-26","2 Congregate Living","5 Correctional Facility",7
"2022-05-26","2 Congregate Living","6 Shelter",10
"2022-05-27","1 Congregate Care","1 Long-Term Care Homes",138
"2022-05-27","1 Congregate Care","2 Hospitals",47
"2022-05-27","1 Congregate Care","3 Retirement Homes",81
"2022-05-27","2 Congregate Living","18 Short-term accommodations",2
"2022-05-27","2 Congregate Living","22 Congregate other",6
"2022-05-27","2 Congregate Living","4 Group Home/Supportive Housing",36
"2022-05-27","2 Congregate Living","5 Correctional Facility",6
"2022-05-27","2 Congregate Living","6 Shelter",10
"2022-05-28","1 Congregate Care","1 Long-Term Care Homes",126
"2022-05-28","1 Congregate Care","2 Hospitals",41
"2022-05-28","1 Congregate Care","3 Retirement Homes",75
"2022-05-28","2 Congregate Living","18 Short-term accommodations",2
"2022-05-28","2 Congregate Living","22 Congregate other",6
"2022-05-28","2 Congregate Living","4 Group Home/Supportive Housing",32
"2022-05-28","2 Congregate Living","5 Correctional Facility",5
"2022-05-28","2 Congregate Living","6 Shelter",11
"2022-05-29","1 Congregate Care","1 Long-Term Care Homes",122
"2022-05-29","1 Congregate Care","2 Hospitals",38
"2022-05-29","1 Congregate Care","3 Retirement Homes",70
"2022-05-29","2 Congregate Living","18 Short-term accommodations",1
"2022-05-29","2 Congregate Living","22 Congregate other",5
"2022-05-29","2 Congregate Living","4 Group Home/Supportive Housing",33
"2022-05-29","2 Congregate Living","5 Correctional Facility",5
"2022-05-29","2 Congregate Living","6 Shelter",10
"2022-05-30","1 Congregate Care","1 Long-Term Care Homes",122
"2022-05-30","1 Congregate Care","2 Hospitals",37
"2022-05-30","1 Congregate Care","3 Retirement Homes",71
"2022-05-30","2 Congregate Living","18 Short-term accommodations",1
"2022-05-30","2 Congregate Living","22 Congregate other",5
"2022-05-30","2 Congregate Living","4 Group Home/Supportive Housing",31
"2022-05-30","2 Congregate Living","5 Correctional Facility",5
"2022-05-30","2 Congregate Living","6 Shelter",10
"2022-05-31","1 Congregate Care","1 Long-Term Care Homes",115
"2022-05-31","1 Congregate Care","2 Hospitals",35
"2022-05-31","1 Congregate Care","3 Retirement Homes",60
"2022-05-31","2 Congregate Living","18 Short-term accommodations",1
"2022-05-31","2 Congregate Living","22 Congregate other",3
"2022-05-31","2 Congregate Living","4 Group Home/Supportive Housing",25
"2022-05-31","2 Congregate Living","5 Correctional Facility",5
"2022-05-31","2 Congregate Living","6 Shelter",9
"2022-06-01","1 Congregate Care","1 Long-Term Care Homes",107
"2022-06-01","1 Congregate Care","2 Hospitals",34
"2022-06-01","1 Congregate Care","3 Retirement Homes",61
"2022-06-01","2 Congregate Living","18 Short-term accommodations",1
"2022-06-01","2 Congregate Living","22 Congregate other",3
"2022-06-01","2 Congregate Living","4 Group Home/Supportive Housing",25
"2022-06-01","2 Congregate Living","5 Correctional Facility",4
"2022-06-01","2 Congregate Living","6 Shelter",8
"2022-06-02","1 Congregate Care","1 Long-Term Care Homes",97
"2022-06-02","1 Congregate Care","2 Hospitals",32
"2022-06-02","1 Congregate Care","3 Retirement Homes",56
"2022-06-02","2 Congregate Living","18 Short-term accommodations",1
"2022-06-02","2 Congregate Living","22 Congregate other",2
"2022-06-02","2 Congregate Living","4 Group Home/Supportive Housing",26
"2022-06-02","2 Congregate Living","5 Correctional Facility",5
"2022-06-02","2 Congregate Living","6 Shelter",7
"2022-06-03","1 Congregate Care","1 Long-Term Care Homes",86
"2022-06-03","1 Congregate Care","2 Hospitals",30
"2022-06-03","1 Congregate Care","3 Retirement Homes",59
"2022-06-03","2 Congregate Living","22 Congregate other",4
"2022-06-03","2 Congregate Living","4 Group Home/Supportive Housing",26
"2022-06-03","2 Congregate Living","5 Correctional Facility",5
"2022-06-03","2 Congregate Living","6 Shelter",6
"2022-06-04","1 Congregate Care","1 Long-Term Care Homes",86
"2022-06-04","1 Congregate Care","2 Hospitals",28
"2022-06-04","1 Congregate Care","3 Retirement Homes",50
"2022-06-04","2 Congregate Living","22 Congregate other",5
"2022-06-04","2 Congregate Living","4 Group Home/Supportive Housing",27
